Class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Normal,0.332033664,0.215304524,-0.760466874,0.999992371,0.332019001,0.200216904,-0.743614793,0.999982059,0.336769879,0.199781597,-0.743445456,0.999973238,0.341204286,0.199303463,-0.743309081,0.999968112,0.311911166,0.200423062,-0.77537024,0.999991238,0.30224967,0.200088739,-0.775513589,0.99999088,0.291037381,0.199855223,-0.775544047,0.999992311,0.332039744,0.202857256,-0.539172411,0.999919713,0.260713905,0.204042479,-0.69479382,0.999993443,0.338401109,0.226319104,-0.673477829,0.99998951,0.316211581,0.228495866,-0.719339311,0.999997377,0.388388753,0.253324389,-0.339525789,0.999941587,0.187697574,0.28746435,-0.607171535,0.999992132,0.452409506,0.32750693,-0.190228447,0.926164269,0.146820933,0.388336122,-0.610947967,0.997819483,0.461436838,0.404468656,-0.325790077,0.953914523,0.266429126,0.446110636,-0.641067147,0.984832823,0.45877248,0.42741859,-0.371574819,0.924795091,0.29721868,0.466310948,-0.694100559,0.965896964,0.443081439,0.42127949,-0.417229354,0.926928401,0.310469449,0.45700416,-0.708533168,0.96572274,0.438759893,0.414242834,-0.345210791,0.920475841,0.301635146,0.448953241,-0.644401252,0.961303115,0.413779855,0.435417473,0.104835711,0.999754608,0.307163775,0.455518901,-0.105177782,0.999905169,0.432276011,0.532688797,0.52107513,0.946842134,0.330833972,0.551821589,0.174879253,0.989217341,0.4310458,0.603948653,0.906242132,0.969961703,0.361058027,0.634108305,0.529658437,0.985651135,0.416995615,0.617160797,0.940241754,0.956505895,0.367699593,0.640902638,0.559953511,0.914682746,0.494479865,0.640169024,0.847904444,0.973553777,0.389446795,0.679156601,0.400007337,0.972746789
Normal,0.332063824,0.21501568,-0.733965635,0.999992132,0.331956565,0.199640676,-0.714921236,0.999981701,0.336751461,0.199321583,-0.714746237,0.999972761,0.341031164,0.198946983,-0.714591324,0.999967396,0.311862707,0.199689686,-0.74859786,0.999991179,0.302186191,0.199418113,-0.748743713,0.99999088,0.290975124,0.199307725,-0.748752594,0.999992311,0.330678463,0.202743784,-0.514538825,0.999917924,0.260612786,0.20391421,-0.689673901,0.999993563,0.33835867,0.225931391,-0.65067786,0.999989092,0.316161841,0.228218392,-0.697944641,0.999997318,0.38735792,0.253334343,-0.30840981,0.999940336,0.187791586,0.287517399,-0.60013628,0.999992311,0.447082132,0.328140885,-0.150394753,0.918382049,0.14780274,0.391225994,-0.603332698,0.997857869,0.459018916,0.405080587,-0.26918301,0.949720323,0.267611325,0.455731779,-0.635392129,0.984743297,0.460656166,0.42862469,-0.311200351,0.919464886,0.296895415,0.473668665,-0.688077211,0.965597272,0.446622699,0.423475713,-0.361446679,0.921608627,0.311967194,0.466298312,-0.706200361,0.965389073,0.441152304,0.416331798,-0.291036397,0.914586246,0.304546893,0.459700435,-0.640007973,0.960848272,0.413047552,0.435544133,0.112452611,0.999748826,0.307551533,0.455994785,-0.112816408,0.999906123,0.432313204,0.53271997,0.52969408,0.946087658,0.330345899,0.552464068,0.155438513,0.98955071,0.431287885,0.604191959,0.905182123,0.97049886,0.361055672,0.634160638,0.487302065,0.986154974,0.416903764,0.617359936,0.938178122,0.957773983,0.367690325,0.640887022,0.515280724,0.917339981,0.495922476,0.64021492,0.851320028,0.973914683,0.390466809,0.679409087,0.357559532,0.973443568
Normal,0.33204934,0.215737179,-0.708115101,0.999991357,0.331590921,0.200520694,-0.689500391,0.999980271,0.335932642,0.200188935,-0.689330339,0.999970675,0.339725494,0.199814573,-0.68918407,0.999964714,0.311827332,0.200681761,-0.723462701,0.999990642,0.302135944,0.200480521,-0.723606706,0.999990344,0.290929943,0.200432926,-0.723632216,0.999991894,0.328718156,0.203525782,-0.494061589,0.999911606,0.260478139,0.205393255,-0.667973042,0.999993384,0.338124365,0.22644949,-0.626505017,0.99998796,0.316123366,0.229067802,-0.673593283,0.999997139,0.387309819,0.25418812,-0.286702186,0.999936402,0.187895149,0.287668705,-0.595618606,0.99999243,0.443315208,0.332208633,-0.127172023,0.909842134,0.151180878,0.393116653,-0.59888953,0.997925401,0.459838033,0.408583611,-0.246248782,0.94485271,0.268125206,0.462052792,-0.633137107,0.985199153,0.463646322,0.432708144,-0.287732571,0.913276851,0.296462774,0.48172608,-0.68622458,0.966497123,0.449684441,0.428459376,-0.340637326,0.915567696,0.312444925,0.474973202,-0.70437324,0.966286957,0.443756878,0.420275241,-0.26986289,0.908217192,0.306004256,0.467856079,-0.637768984,0.961684406,0.413046867,0.436796665,0.112278193,0.999740481,0.307567567,0.458061159,-0.112634957,0.999905109,0.432861179,0.535249472,0.517793417,0.945358694,0.330331236,0.552856863,0.160684943,0.989672363,0.432039142,0.604427218,0.893446028,0.970223963,0.362030685,0.634690225,0.508760989,0.986290991,0.417533964,0.617631555,0.924904704,0.958427191,0.368533432,0.64140594,0.541851521,0.918656707,0.496893197,0.640291631,0.848291814,0.973792195,0.391576529,0.679661453,0.398462176,0.973571837
Normal,0.331587344,0.21931456,-0.719584525,0.999991119,0.331399769,0.20431225,-0.700594187,0.999979675,0.335760623,0.20358102,-0.700424075,0.999969602,0.339576393,0.202858716,-0.700273991,0.999963284,0.311465859,0.204818457,-0.731795728,0.999990404,0.301521003,0.204322442,-0.731936157,0.999990106,0.290085644,0.204080433,-0.731956959,0.999991775,0.328842491,0.20520404,-0.502263725,0.999906957,0.259603828,0.207969531,-0.661197543,0.999993324,0.33781743,0.229536071,-0.637031615,0.999987364,0.315876186,0.232763574,-0.679917336,0.999997079,0.387224376,0.255718589,-0.295257956,0.999933481,0.188023314,0.289258838,-0.586658061,0.999992609,0.44097808,0.338643551,-0.132393032,0.903782725,0.153474018,0.394908607,-0.590818107,0.99799943,0.460009456,0.413341999,-0.244524613,0.941755414,0.268389255,0.465682238,-0.625250936,0.985785604,0.474713594,0.436989278,-0.284397304,0.909549236,0.295997351,0.486973166,-0.676847994,0.967661738,0.461649895,0.434219241,-0.337255508,0.911996484,0.312324792,0.480336577,-0.692946374,0.96749115,0.452473938,0.426769167,-0.26820901,0.904717803,0.306533307,0.472512066,-0.628800035,0.962983251,0.413208187,0.438189358,0.111438558,0.999737442,0.308029711,0.460739642,-0.111824758,0.9999035,0.432959795,0.5381881,0.506634653,0.945434093,0.3305237,0.55550164,0.198670983,0.989664376,0.43252635,0.60452199,0.876806021,0.970120251,0.363814235,0.635558963,0.586467147,0.986183405,0.417784542,0.61770165,0.909555733,0.958909988,0.370165974,0.641735077,0.622395277,0.918961346,0.496927261,0.6404019,0.831905961,0.973827481,0.392521858,0.680453539,0.47767067,0.973340631
Normal,0.330925584,0.220670983,-0.722384214,0.99999094,0.330945224,0.205973402,-0.700924098,0.99997896,0.335303694,0.205164239,-0.700758457,0.99996841,0.33912015,0.204374641,-0.700630903,0.999961853,0.310847819,0.206726298,-0.734700322,0.999990106,0.300689161,0.206292048,-0.73484087,0.999989867,0.289251864,0.206084922,-0.734860003,0.999991596,0.32887578,0.206550732,-0.506542444,0.999901474,0.25867182,0.209997013,-0.661878765,0.999993205,0.337356836,0.230756193,-0.638941407,0.999986708,0.315587938,0.233962715,-0.682189345,0.99999696,0.38698402,0.257697463,-0.298245519,0.999930561,0.188151717,0.29202646,-0.586425841,0.999992728,0.441007853,0.343380541,-0.130860299,0.90024662,0.156179488,0.396876872,-0.591570795,0.998065948,0.46341297,0.417767584,-0.243952155,0.939958453,0.268372834,0.467964649,-0.632677853,0.986311853,0.484167874,0.441920161,-0.284131438,0.906993389,0.295815229,0.489782125,-0.686691701,0.968655527,0.471041411,0.441120058,-0.338195264,0.909580052,0.312092543,0.483427852,-0.70293951,0.968509018,0.460531712,0.434805751,-0.268290758,0.902291,0.306507707,0.475331694,-0.636459947,0.964003205,0.414678246,0.440310419,0.11130996,0.999734998,0.309588611,0.463437736,-0.111650184,0.999901831,0.433198243,0.539879143,0.505197346,0.946305454,0.330797315,0.557028651,0.221104026,0.989699662,0.433555633,0.604972422,0.900229037,0.970106959,0.365245104,0.636305928,0.635630846,0.986131251,0.419197649,0.618084669,0.936161995,0.958907664,0.37165913,0.642167509,0.673052549,0.918512642,0.496927768,0.641079962,0.846053958,0.97396642,0.39341253,0.681046724,0.519080341,0.973264992
Normal,0.328650802,0.220592439,-0.72686851,0.999991238,0.329273343,0.205653176,-0.706079066,0.999979615,0.33376652,0.204908863,-0.705910206,0.999969304,0.337709606,0.20417662,-0.705767989,0.999962807,0.308666259,0.206337765,-0.737686694,0.999990463,0.298185557,0.20595783,-0.737826049,0.999990225,0.286865979,0.205813751,-0.73783946,0.999991894,0.328717709,0.206665024,-0.507498264,0.9999035,0.256807148,0.210095093,-0.656382382,0.999993503,0.335686624,0.230752379,-0.643277228,0.999987006,0.313739777,0.233799323,-0.685233235,0.999997079,0.386713982,0.258919448,-0.295727521,0.999929488,0.188240409,0.293559939,-0.58417511,0.999992967,0.440925151,0.345070839,-0.123370901,0.897142053,0.158902049,0.398065984,-0.590173244,0.998145938,0.463780165,0.418250829,-0.229263812,0.939415097,0.267889559,0.469311982,-0.632576942,0.986907184,0.487841725,0.442846388,-0.267703027,0.906267524,0.294893146,0.49032858,-0.686421394,0.969860733,0.474597931,0.442437083,-0.322798461,0.908852398,0.3117643,0.483681202,-0.704097152,0.969731927,0.463175714,0.435941517,-0.253563881,0.901629627,0.306368828,0.476104647,-0.637022734,0.965339243,0.41464293,0.441982895,0.11004445,0.999733508,0.309586078,0.464340031,-0.110416092,0.999902368,0.432794869,0.540721774,0.505188644,0.945579231,0.33091253,0.557044387,0.217230439,0.989827871,0.433516771,0.605214536,0.897809029,0.969921947,0.365241915,0.637021601,0.617857218,0.986237884,0.418456823,0.618515849,0.934152067,0.959295928,0.371621042,0.643040061,0.652315855,0.919179797,0.496984094,0.64155072,0.841307878,0.973940432,0.393938929,0.68136555,0.492070585,0.97337079
Normal,0.32780233,0.221580267,-0.728386223,0.999991417,0.328821301,0.206504717,-0.710221767,0.999980092,0.333325654,0.205662698,-0.710019529,0.999969959,0.337318003,0.204861134,-0.709847271,0.999963462,0.308163702,0.207253739,-0.741096616,0.999990702,0.29756999,0.206817374,-0.741251886,0.999990523,0.286150098,0.206618816,-0.741256833,0.999992132,0.328731775,0.207206905,-0.512029707,0.999905348,0.255589187,0.210825503,-0.659963548,0.999993742,0.334978521,0.231586888,-0.644601345,0.999987245,0.312984079,0.234646991,-0.686538756,0.999997139,0.386588871,0.259510934,-0.297119856,0.999928594,0.188118145,0.294557303,-0.586601496,0.999993265,0.440713197,0.345804662,-0.130130574,0.892909229,0.160816595,0.398125798,-0.592886567,0.998201311,0.464108437,0.418652594,-0.239007056,0.93701607,0.265968472,0.469249398,-0.634191632,0.987215161,0.488726795,0.443328828,-0.278192729,0.903149247,0.291488677,0.489654094,-0.686915159,0.970456064,0.475732088,0.44270435,-0.332695812,0.905775428,0.309886336,0.483479828,-0.705659866,0.970348895,0.464371741,0.436041832,-0.263006061,0.898610353,0.305557787,0.476173729,-0.639200032,0.966032505,0.414649248,0.442750514,0.109161727,0.999728024,0.309706241,0.464906245,-0.109546423,0.999902248,0.4327088,0.540950358,0.505137384,0.9449808,0.330794692,0.557137847,0.212469071,0.98997885,0.433440983,0.60608232,0.895417809,0.969833374,0.365202844,0.637020111,0.60933733,0.986348033,0.417950124,0.619252145,0.930275142,0.959835112,0.371632427,0.643097639,0.643231869,0.920362234,0.496961206,0.641840279,0.839552999,0.973938882,0.393940061,0.681288779,0.479148537,0.973466992
Normal,0.327060431,0.220186651,-0.709906399,0.999991894,0.327258259,0.205286697,-0.688875735,0.999981165,0.331501693,0.204786941,-0.688691318,0.999971628,0.335134923,0.204255521,-0.688505888,0.999965489,0.306804359,0.205845118,-0.719621181,0.999991179,0.296150476,0.205626324,-0.719747603,0.999991059,0.284823328,0.205632284,-0.719730914,0.999992549,0.325633228,0.207112759,-0.488151491,0.999910533,0.254264742,0.2107822,-0.641031325,0.999994099,0.333719462,0.230859905,-0.627546608,0.99998796,0.311990023,0.233871192,-0.670287609,0.999997318,0.385957748,0.25944528,-0.286562979,0.999930859,0.186906934,0.294504285,-0.569402695,0.999993443,0.440898418,0.345552742,-0.121683903,0.895608008,0.15982458,0.39796254,-0.572873175,0.998264432,0.465341568,0.418312341,-0.237283513,0.939697862,0.258961648,0.468733966,-0.61883539,0.987798035,0.490106195,0.442970425,-0.279204667,0.906751454,0.28005892,0.489365786,-0.672124863,0.971705139,0.475988001,0.442067415,-0.334133506,0.909300864,0.302367449,0.48306334,-0.694082141,0.971602917,0.464701325,0.435322583,-0.261718541,0.902317464,0.299530655,0.475671262,-0.625388145,0.967434943,0.412188977,0.442878217,0.108546749,0.999734342,0.307643771,0.464557022,-0.108935453,0.999903917,0.42967844,0.541709065,0.494574994,0.945218265,0.328219503,0.557227552,0.211325184,0.99007082,0.433235586,0.607577562,0.857789814,0.970060945,0.365162134,0.637717307,0.607302189,0.986506939,0.417323768,0.620708764,0.889661431,0.960437477,0.371603578,0.643851936,0.641282558,0.921183944,0.496949911,0.642282903,0.802846491,0.974176824,0.393915564,0.681563556,0.47486046,0.973698676
Normal,0.326929063,0.218738824,-0.680159748,0.999992311,0.326402277,0.203778073,-0.658094823,0.999982178,0.330333233,0.203551784,-0.657939017,0.999973238,0.333621711,0.203268185,-0.657776952,0.999967456,0.306412995,0.204196617,-0.689044654,0.999991596,0.295848846,0.204145506,-0.689153194,0.999991477,0.284568638,0.204322904,-0.689136863,0.999992907,0.322136074,0.206917614,-0.461608052,0.999915659,0.253240615,0.2103948,-0.616357625,0.999994397,0.333211124,0.230086312,-0.60046649,0.999988675,0.311754912,0.232870981,-0.643653393,0.999997497,0.384576023,0.259384096,-0.273406267,0.99993366,0.184660211,0.294890851,-0.549098134,0.999993503,0.440496922,0.345898241,-0.114942968,0.899018168,0.158246964,0.398570985,-0.549750805,0.998298705,0.465907276,0.418168873,-0.23325333,0.942490935,0.257493287,0.470174998,-0.59287852,0.988220096,0.490173608,0.442722976,-0.277980268,0.910594285,0.277276933,0.491288602,-0.645031452,0.972675562,0.475752264,0.441638172,-0.331929505,0.913091302,0.299170077,0.484485477,-0.670169234,0.972587585,0.464687616,0.434854686,-0.257277787,0.90628618,0.296768099,0.476990819,-0.600500703,0.968530238,0.409243554,0.442927748,0.10831894,0.999742687,0.30450657,0.464611918,-0.108715825,0.9999066,0.428997189,0.541830599,0.494603038,0.945043564,0.326344699,0.557406366,0.193390563,0.990092993,0.433222234,0.607725859,0.861138463,0.970228255,0.365132451,0.638139009,0.554375768,0.986536562,0.417240918,0.620756507,0.893691003,0.961139381,0.371592104,0.644300699,0.585557461,0.922027826,0.496988803,0.642309427,0.805593312,0.974320471,0.394095659,0.681607187,0.434253246,0.973732412
Normal,0.325657308,0.21858415,-0.673097014,0.999992847,0.32488656,0.203539714,-0.652671576,0.99998337,0.328778148,0.203352407,-0.652515411,0.999975085,0.331978202,0.203104019,-0.652362287,0.999969661,0.304998428,0.204024941,-0.682834148,0.999992132,0.29439649,0.204019502,-0.682947457,0.999992013,0.283088654,0.204238757,-0.682927012,0.999993324,0.320180595,0.206893027,-0.461246312,0.999921501,0.251537114,0.210308895,-0.61223942,0.999994755,0.331929207,0.230058342,-0.594956696,0.99998945,0.310393512,0.23266764,-0.637071192,0.999997675,0.383640975,0.259339541,-0.277410537,0.9999367,0.181874156,0.294958144,-0.540180683,0.999993682,0.439837039,0.346407533,-0.118763335,0.902510226,0.156777069,0.398475617,-0.530555248,0.998338878,0.466821223,0.418166488,-0.231871054,0.945039153,0.252352476,0.470524162,-0.566866696,0.988676429,0.489991575,0.442604154,-0.276162148,0.91408354,0.268947065,0.492952883,-0.614839435,0.973712623,0.47552669,0.441360682,-0.3295331,0.916543424,0.291297823,0.485954404,-0.641792893,0.973654985,0.464689434,0.434542477,-0.255516738,0.909996629,0.290043682,0.478096664,-0.574794292,0.969760776,0.406252414,0.442910612,0.10196466,0.999749064,0.3000516,0.464621514,-0.102359831,0.999909103,0.428093284,0.541925013,0.47092998,0.945402801,0.324186593,0.557415247,0.169258475,0.990014017,0.433128357,0.607854307,0.821623504,0.970399857,0.365117729,0.638255715,0.492511421,0.986385763,0.416837752,0.620721579,0.852894306,0.961250842,0.37164712,0.644276977,0.519847751,0.9216308,0.497155011,0.642311752,0.772569597,0.974368155,0.39417547,0.681687295,0.373307824,0.973520517
Normal,0.321469814,0.218560174,-0.682710767,0.999993324,0.321493417,0.203489915,-0.663224459,0.999984562,0.326149732,0.203217968,-0.66307646,0.999976814,0.329816908,0.202860981,-0.662893772,0.999971747,0.300043315,0.20396851,-0.684150815,0.999992669,0.289011836,0.203945979,-0.684237003,0.999992549,0.27720046,0.204148069,-0.684149623,0.999993742,0.31948638,0.206413805,-0.473156542,0.999926925,0.246228814,0.210098132,-0.62127316,0.999995112,0.329199284,0.229982391,-0.606664181,0.999990165,0.306737781,0.232585743,-0.638231397,0.999997854,0.381591439,0.259323955,-0.290088743,0.999939561,0.179648757,0.296187431,-0.547015667,0.999993861,0.437065423,0.346135795,-0.126361981,0.905177593,0.153501749,0.398584306,-0.540986359,0.998375535,0.467368037,0.418086678,-0.23277849,0.947621942,0.248449966,0.471057743,-0.578811467,0.989142179,0.489764929,0.442484558,-0.276859134,0.917756855,0.263788551,0.494811237,-0.628878474,0.974771917,0.475429773,0.441166073,-0.33062911,0.920131147,0.285922617,0.487732977,-0.64562273,0.974739373,0.464372069,0.434381545,-0.256649584,0.913815618,0.285505444,0.479434609,-0.583244264,0.971049309,0.404747576,0.442827344,0.101185173,0.999758124,0.298612982,0.4646658,-0.101605438,0.999912262,0.427274555,0.541817844,0.473122418,0.944624364,0.324076951,0.557389677,0.174745679,0.989978194,0.432984322,0.607828498,0.83480978,0.970467985,0.36509645,0.638228357,0.512590587,0.986361384,0.416748822,0.620651007,0.867044866,0.961732209,0.371632576,0.644256532,0.542271137,0.9222368,0.49764511,0.642159104,0.776663184,0.97439003,0.394479394,0.681680739,0.377698451,0.9734267
Normal,0.316366225,0.218548581,-0.715447366,0.999993742,0.316777587,0.203392938,-0.693957448,0.999985456,0.32248807,0.203047216,-0.693804264,0.999978185,0.32692945,0.202619329,-0.693623006,0.999973416,0.293916345,0.203898177,-0.714883506,0.999993086,0.282897681,0.20389621,-0.714969873,0.999992967,0.270924747,0.204096898,-0.714903355,0.999994099,0.318946362,0.206067458,-0.491441607,0.999931037,0.240822062,0.209960267,-0.624319732,0.999995351,0.325366437,0.229959592,-0.633795559,0.999990761,0.301586688,0.232532769,-0.66448307,0.999997973,0.379270792,0.259286731,-0.301556349,0.999941587,0.176717907,0.297265559,-0.550270081,0.99999398,0.434948236,0.346026927,-0.135328084,0.90709269,0.151129276,0.398852468,-0.546320319,0.998401642,0.467749536,0.417979091,-0.249037907,0.949869275,0.24239029,0.471245378,-0.606114745,0.989577353,0.489643335,0.44238621,-0.294599503,0.920999229,0.256209701,0.495813221,-0.661168277,0.975766599,0.475251824,0.441085726,-0.350648731,0.923285842,0.27808705,0.488660872,-0.688464642,0.975749671,0.464328796,0.434280336,-0.273801953,0.917182684,0.278879136,0.480251849,-0.615458012,0.972216368,0.403216302,0.44285816,0.098495245,0.999765277,0.296965152,0.464961708,-0.09896294,0.999914587,0.426281035,0.541754425,0.476120055,0.944080174,0.323813617,0.557361245,0.201713592,0.989804745,0.432629436,0.607817352,0.847626448,0.970063269,0.36499089,0.63813895,0.576290607,0.986135125,0.416720152,0.620344579,0.882910907,0.961312592,0.371555805,0.644248426,0.610109329,0.921506166,0.497629344,0.64195019,0.796132743,0.974114954,0.394228667,0.681621134,0.459599227,0.973057747
Normal,0.312067747,0.218464836,-0.718675196,0.999994159,0.312790692,0.202942118,-0.696555078,0.999986351,0.319251865,0.202549562,-0.696410716,0.999979496,0.324394196,0.202089712,-0.696229279,0.999974966,0.28905943,0.203435004,-0.715334237,0.999993443,0.278106213,0.203499869,-0.715437174,0.999993324,0.266190499,0.203880787,-0.715381265,0.999994397,0.318473041,0.205530211,-0.492995083,0.999934912,0.23671706,0.209868163,-0.621651351,0.999995589,0.322003543,0.229913011,-0.636965156,0.999991357,0.296634048,0.232503265,-0.665004253,0.999998093,0.377710074,0.259252816,-0.305815578,0.999943554,0.173699021,0.297617644,-0.539925456,0.99999404,0.432990998,0.345420092,-0.143898129,0.909729242,0.149991691,0.399212688,-0.53576684,0.998414397,0.468021035,0.417954803,-0.261454672,0.952234626,0.240631387,0.471670032,-0.605762362,0.989951372,0.489523113,0.442316025,-0.308686197,0.924453735,0.254608124,0.496593595,-0.660853148,0.97664845,0.475135863,0.440992534,-0.363904685,0.926640511,0.275517821,0.489612162,-0.688580215,0.976654708,0.464308769,0.434151858,-0.285785466,0.920784712,0.276483715,0.480993271,-0.615407765,0.973304212,0.401535064,0.443022817,0.093423508,0.999772429,0.295036197,0.46519506,-0.093895979,0.999916792,0.425312638,0.541818678,0.473951519,0.944022059,0.323326141,0.557331741,0.207352251,0.989608526,0.432234138,0.607677162,0.849839449,0.96983546,0.364810735,0.638129592,0.580347598,0.985854983,0.416704983,0.619819522,0.884702027,0.961000562,0.371504307,0.644241333,0.613661587,0.920802712,0.497395962,0.641895473,0.799410224,0.97382766,0.394191921,0.681611419,0.465998262,0.972570658
Normal,0.309208155,0.217920035,-0.709723413,0.999994338,0.309137255,0.202175677,-0.686805248,0.999986827,0.315418184,0.201760039,-0.686676443,0.999980211,0.320682436,0.201276094,-0.686499536,0.99997586,0.286058426,0.202748016,-0.709457219,0.999993622,0.275274694,0.202945784,-0.709556103,0.999993503,0.263531566,0.203514591,-0.709527969,0.999994516,0.314543337,0.204943791,-0.485325933,0.999937057,0.234087616,0.20983924,-0.613274217,0.999995649,0.319443524,0.229554996,-0.628847659,0.999991715,0.293910891,0.23212935,-0.660909235,0.999998152,0.375192672,0.259225756,-0.302451015,0.999944508,0.170340925,0.29795453,-0.533553302,0.99999392,0.431478411,0.344655991,-0.143610343,0.911615491,0.149181351,0.39963156,-0.52907306,0.998421311,0.468190521,0.417052358,-0.267504036,0.954191327,0.23989445,0.472270131,-0.601953089,0.990275979,0.4894256,0.441017717,-0.317134053,0.92734623,0.253370047,0.497703254,-0.658302128,0.977450013,0.475104451,0.440092832,-0.372163147,0.92946142,0.274382204,0.491199136,-0.687886119,0.977467895,0.464155853,0.433184773,-0.292181492,0.923835278,0.275688797,0.48234576,-0.612612724,0.974272788,0.401298463,0.443216413,0.093021587,0.999776602,0.294806987,0.465579003,-0.093479969,0.99991715,0.424226999,0.542168736,0.47379753,0.944253147,0.323022664,0.557563007,0.219159469,0.989511669,0.432007045,0.607660115,0.851692915,0.969746053,0.364347726,0.638163626,0.609736383,0.985689759,0.416682482,0.619810879,0.886305511,0.961045444,0.371022642,0.644566774,0.64471668,0.920632601,0.497199118,0.641811669,0.801345766,0.973727286,0.394176215,0.681501448,0.49900791,0.972220063
Normal,0.308507383,0.218049094,-0.722055376,0.999994516,0.307943553,0.202241808,-0.70086652,0.999987245,0.313869834,0.201774687,-0.700726092,0.999980867,0.318834394,0.201268092,-0.700564742,0.999976695,0.285659373,0.202944726,-0.726964533,0.999993801,0.274941683,0.203120321,-0.72707355,0.999993682,0.263183683,0.203651607,-0.72704643,0.999994636,0.311929435,0.204915047,-0.498018384,0.999939144,0.233419672,0.209881932,-0.634833336,0.999995768,0.318337113,0.229628995,-0.639137745,0.999992013,0.293549329,0.232265189,-0.675490499,0.999998212,0.372542083,0.259115547,-0.303045005,0.999945819,0.169218197,0.298362315,-0.553703427,0.99999392,0.430531412,0.344408929,-0.134744361,0.91310823,0.149167523,0.399767369,-0.546403468,0.998449266,0.468275815,0.416930199,-0.239677116,0.955855012,0.240175471,0.473057687,-0.612222433,0.990635693,0.489723027,0.440958917,-0.282661229,0.929597199,0.254163802,0.499168426,-0.667736471,0.978249609,0.475279123,0.440055281,-0.338458091,0.93168056,0.275168329,0.492675871,-0.696628392,0.978275299,0.464279741,0.433148712,-0.26398173,0.926194668,0.27624768,0.483585179,-0.622105002,0.975153029,0.399910659,0.443257898,0.093885355,0.999781072,0.293166012,0.465693831,-0.094358362,0.999917388,0.422963202,0.542285204,0.478532106,0.943467855,0.322990954,0.557588398,0.222299948,0.989414096,0.431617022,0.607650399,0.856052279,0.969163597,0.364331633,0.637871444,0.615343034,0.985488176,0.416484386,0.619578779,0.890843928,0.960680962,0.370989919,0.644241273,0.65107429,0.920069993,0.497177958,0.641636968,0.807558298,0.973411381,0.394822121,0.680733502,0.506218791,0.9719522
Normal,0.304577559,0.21805805,-0.725495934,0.999994814,0.304748833,0.202234194,-0.705135822,0.9999879,0.311039209,0.20173265,-0.70498848,0.99998188,0.316476911,0.201169923,-0.704829693,0.999977946,0.28183803,0.202933952,-0.729240239,0.999994099,0.27120313,0.203110501,-0.729346752,0.99999398,0.259316176,0.203636587,-0.729314029,0.999994874,0.311204016,0.204586744,-0.502994061,0.999942243,0.229868829,0.209760457,-0.632499158,0.999995947,0.314787865,0.229615718,-0.642536879,0.99999243,0.288620502,0.232236221,-0.676715732,0.999998271,0.370523155,0.258893847,-0.308378667,0.999947548,0.166845173,0.298245013,-0.545517325,0.99999398,0.429850847,0.344336331,-0.134869963,0.916232586,0.149272963,0.400288939,-0.530596077,0.998446047,0.469326466,0.416453391,-0.233450308,0.957960606,0.239891887,0.47345385,-0.593616128,0.990881503,0.490593851,0.440899968,-0.275464296,0.932610333,0.254325151,0.499946594,-0.646139622,0.978856742,0.476071864,0.440044075,-0.330598593,0.934642315,0.275443345,0.493203223,-0.678434491,0.978918254,0.465199172,0.433128476,-0.257072538,0.929394603,0.276346147,0.484209538,-0.604636967,0.975922883,0.399125427,0.44312185,0.090461507,0.999786019,0.291541368,0.465660602,-0.09096694,0.999918044,0.422588766,0.542305827,0.460614771,0.943346977,0.322452575,0.557574391,0.218479827,0.989102244,0.431199938,0.60700959,0.837074637,0.968536973,0.363963217,0.637560308,0.604576945,0.985019982,0.416020751,0.618725419,0.871962667,0.959880412,0.370762497,0.643821061,0.639198422,0.918155789,0.49737066,0.641194284,0.790318131,0.972964942,0.3948147,0.680727184,0.491754353,0.97126174
